,Release Date,Season,Episode,Episode Title,Name,Sentence,label
6744,2012-06-03,Season 2,Episode 10,Valar Morghulis,podrick,"Yes, my lord.",['anger']
6745,2012-06-03,Season 2,Episode 10,Valar Morghulis,pycelle,Would you like something for the pain?,['joy']
6746,2012-06-03,Season 2,Episode 10,Valar Morghulis,tyrion lannister,What happened?,['anger']
6747,2012-06-03,Season 2,Episode 10,Valar Morghulis,pycelle,The murderer and traitor Stannis Baratheon suffered a stunning defeat at the hands of your father.,['joy']
6748,2012-06-03,Season 2,Episode 10,Valar Morghulis,tyrion lannister,Where am I?,['anger']
6749,2012-06-03,Season 2,Episode 10,Valar Morghulis,pycelle,"These are your new chambers. A little cramped, perhaps, but you don't need much room, do you? You are no longer Hand of the King.",['joy']
6750,2012-06-03,Season 2,Episode 10,Valar Morghulis,pycelle,"Oh, For your trouble.",['joy']
6751,2012-06-03,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"I, Joffrey of the House Baratheon, first of my name, the rightful King of the Andals and the First Men, Lord of the Seven Kingdoms and Protector of the Realm, do hereby proclaim my grandfather, Tywin Lannister, the savior of the city and the Hand of the King.",['joy']
6752,2012-06-03,Season 2,Episode 10,Valar Morghulis,tywin lannister,"Thank you, Your Grace.",['fear']
6753,2012-06-03,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"Lord Petyr Baelish, step forward.",['joy']
6754,2012-06-03,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"For your good service and ingenuity in uniting the Houses of Lannister and Tyrell, I declare that you shall be granted the castle of Harrenhal with all its attendant lands and incomes to be held by your sons and grandsons from this day until the end of time.",['sadness']
6755,2012-06-03,Season 2,Episode 10,Valar Morghulis,petyr baelish,"You honor me beyond words, Your Grace. I shall have to acquire some sons and grandsons.",['fear']
6756,2012-06-03,Season 2,Episode 10,Valar Morghulis,joffrey lannister,Ser Loras Tyrell.,['anger']
6757,2012-06-03,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"Your house has come to our aid. The whole realm is in your debt, none more so than I. If your family would ask anything of me, ask it, and it shall be yours.",['anger']
6758,2012-06-03,Season 2,Episode 10,Valar Morghulis,loras,"Your Grace, my sister Margaery, her husband was taken from us before... She remains innocent. I would ask you to find it in your heart to do us the great honor of joining our houses.",['joy']
6759,2012-06-03,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"Is this what you want, Lady Margaery?",['joy']
6760,2012-06-03,Season 2,Episode 10,Valar Morghulis,margaery tyrell,"With all my heart, Your Grace. I have come to love you from afar. Tales of your courage and wisdom have never been far from my ears. And those tales have taken root deep inside of me.",['joy']
6761,2012-06-03,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"I, too, have heard tales of your beauty and grace, but the tales do not do you justice, my lady. It would be an honor to return your love, but I am promised to another. A king must keep his word.",['joy']
6762,2012-06-03,Season 2,Episode 10,Valar Morghulis,cersei lannister,"Your Grace, in the judgment of your Small Council, it would be neither proper nor wise for you to wed the daughter of a man beheaded for treason, a girl whose brother is in open rebellion against the throne as we speak. For the good of the realm, your councilors beg you to set Sansa Stark aside.",['anger']
6763,2012-06-03,Season 2,Episode 10,Valar Morghulis,crowd,Margaery! We want Margaery!,['anger']
6764,2012-06-03,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"I would like to heed your wishes and the wishes of my people, but I took a holy vow.",['joy']
6765,2012-06-03,Season 2,Episode 10,Valar Morghulis,pycelle,"Your Grace, the gods do indeed hold betrothal solemn, but your father, blessed be his memory, made this pact before the Starks revealed their falseness. I have consulted with the High Septon and he assures me that their crimes against the realm free you from any promise you have made to them in the sight of the gods.",['sadness']
6766,2012-06-03,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"The gods are good. I am free to heed my heart. Ser Loras, I will gladly wed your sweet sister. You will be my queen and I will love you from this day until my last day.",['fear']
6767,2012-06-03,Season 2,Episode 10,Valar Morghulis,petyr baelish,My lady. My sincerest condolences.,['joy']
6768,2012-06-03,Season 2,Episode 10,Valar Morghulis,sansa stark,They're right. I'm not good enough for him.,['joy']
6769,2012-06-03,Season 2,Episode 10,Valar Morghulis,petyr baelish,"You shouldn't say that. You'll be good enough for many things. He'll still enjoy beating you. And now that you're a woman, he'll be able to enjoy you in other ways as well.",['fear']
6770,2012-06-03,Season 2,Episode 10,Valar Morghulis,sansa stark,"But, if he's not marrying me-",['anger']
6771,2012-06-03,Season 2,Episode 10,Valar Morghulis,petyr baelish,"He'll let you go home? Joffrey's not the sort of boy who gives away his toys. You have a tender heart, just like your mother did at your age. I can see so much of her in you. She was like a sister to me. For her sake, I'll help get you home.",['love']
6772,2012-06-03,Season 2,Episode 10,Valar Morghulis,sansa stark,King's Landing is my home now.,['joy']
6773,2012-06-03,Season 2,Episode 10,Valar Morghulis,petyr baelish,Look around you. We're all liars here. And every one of us is better than you.,['anger']
6774,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,Come in. Make yourself comfortable.,['joy']
6775,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,"That doesn't look very comfortable. Here, watch me.",['joy']
6776,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,"No need for that, my dear.",['joy']
6777,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,You sure? Most men like what they see.,['sadness']
6778,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,I'm not like most men.,['sadness']
6779,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,That's what most men say.,['sadness']
6780,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,"If you don't want what most men want, then you'd better tell me what you'd like me to do.",['sadness']
6781,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,I would like you to tell me if working for Lord Baelish has been all you'd hoped it would be.,['joy']
6782,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,Have we met?,['anger']
6783,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,You wouldn't remember me if we had?,['joy']
6784,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,I meet a lot of men.,['sadness']
6785,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,And I think you remember all of them. I think your true talents are wasted on them.,['fear']
6786,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,"You're very kind, my lord. Allow me to return the favor.",['surprise']
6787,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,You're afraid. Why? Nothing dangerous down there.,['surprise']
6788,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,I know who you are.,['anger']
6789,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,"And, unlike your current employer, I protect those who work for me. I don't abuse them to satisfy royal whims or force them to abuse each other.",['joy']
6790,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,How do you know about that?,['anger']
6791,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,I thought you said you knew who I was.,['anger']
6792,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,"What can I do for you, Lord Varys?",['anger']
6793,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,Littlefinger looks at you and sees a collection of profitable holes. I see a potential partner.,['joy']
6794,2012-06-03,Season 2,Episode 10,Valar Morghulis,ros,I'm afraid of him.,['joy']
6795,2012-06-03,Season 2,Episode 10,Valar Morghulis,varys,"Oh, you should be. He's a dangerous man. But everyone has their weaknesses. Your current employer hides his very well, but not as well as he thinks.",['anger']
6796,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,"You're a virgin, I take it?",['surprise']
6797,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,Walk.,['anger']
6798,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,"Childhood must have been awful for you. Were you a foot taller than all the boys? They laughed at you, called you names? Some boys like a challenge. One or two must have tried to get inside Big Brienne.",['joy']
6799,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,One or two tried.,['joy']
6800,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,"Ah. But you fought them off. But maybe you wished one of them could overpower you, fling you down, tear off your clothes. But none of them were strong enough. I'm strong enough.",['joy']
6801,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,Not interested.,['joy']
6802,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,Of course you are. You'd love to know what it feels like to be a woman.,['joy']
6803,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,"Ah. ""They lay with lions."" Tavern girls, I'd say. Probably served my father's soldiers. Maybe one of them gave up a kiss and a feel. That's how they earned this. The glorious work of the Northern freedom fighters. Must make you proud to serve the Starks.",['fear']
6804,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,I don't serve the Starks. I serve Lady Catelyn.,['sadness']
6805,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,Tell yourself that tonight when they swing in your dreams.,['fear']
6806,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,What are you doing?,['anger']
6807,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,Burying them.,['anger']
6808,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,We shouldn't stay here. We should get back on the river.,['joy']
6809,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,I think these women would understand if I don't care what you think.,['love']
6810,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,I didn't leave it here.,['joy']
6811,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,I had me dagger.,['anger']
6812,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,Untie me. Now!,['anger']
6813,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,"I gave it to you to cut the rope, and now I don't have me dagger no more.",['anger']
6814,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,"So unless it got stuck in your arse on its way to your cunt, it stands to reason that it's gone. Whoa. What's your business here?",['fear']
6815,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,Traveling a prisoner.,['anger']
6816,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,You're a woman. A woman!,['surprise']
6817,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,"Well, fuck me!",['anger']
6818,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,If you've quite finished up-,['joy']
6819,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,"All right, we'll be going.",['joy']
6820,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,Whoa. Whoa! Who do you fight for?,['joy']
6821,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,The Starks.,['anger']
6822,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,What did he do?,['anger']
6823,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,Apparently eating is now a crime. Who knew?,['joy']
6824,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,"No, stealing is a crime.",['joy']
6825,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,But it's not a crime to starve. That's justice for you.,['joy']
6826,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,Where are you taking him?,['joy']
6827,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,To Riverrun.,['anger']
6828,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,Why Riverrun?,['anger']
6829,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,"Steal from the Tullys, it's their dungeons you rot in.",['anger']
6830,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,Why not kill him?,['anger']
6831,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,For stealing a pig?,['joy']
6832,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,I don't give the orders. He must be important to someone.,['joy']
6833,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,Sending him with you? How important could he be?,['joy']
6834,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,"All right, have it your way, my lady.",['joy']
6835,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,Do I know you?,['anger']
6836,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,Have you been to Ashemark?,['anger']
6837,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,No.,['anger']
6838,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,Then you don't know me.,['joy']
6839,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,Do you ever go to the river market at Salt Rock?,['joy']
6840,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,Is it near Ashemark?,['joy']
6841,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,I've never been there.,['joy']
6842,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,What do you think of these beauties?,['anger']
6843,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,I hope you gave them quick deaths.,['joy']
6844,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,"Two of them we did, yeah.",['joy']
6845,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,Wait. I do know you. That's Jaime Lannister.,['anger']
6846,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,I wish someone had told me. I wouldn't have had to steal that pig.,['joy']
6847,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,"If this is the Kingslayer, I think I'd know about it.",['joy']
6848,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,How do you know what the Kingslayer looks like?,['anger']
6849,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,I was at Whispering Wood. I saw him. They dragged him out of the woods and threw him down before the king.,['anger']
6850,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,"He's not the Kingslayer. Sorry to disappoint you. If he was, I'd only be traveling his head.",['fear']
6851,2012-06-03,Season 2,Episode 10,Valar Morghulis,man,"I have a question for you both. And I want you to answer it at the same time. I count to three, you both answer. What's his name? One. Two. Three.",['joy']
6852,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,Two quick deaths.,['joy']
6853,2012-06-03,Season 2,Episode 10,Valar Morghulis,jaime lannister,Those were Stark men.,['sadness']
6854,2012-06-03,Season 2,Episode 10,Valar Morghulis,brienne,"I don't serve the Starks. I serve Lady Catelyn. I told you I'd take you to King's Landing, and that's what I'm going to do. Stay.",['joy']
6855,2012-06-03,Season 2,Episode 10,Valar Morghulis,catelyn stark,Walder Frey is a dangerous man to cross.,['anger']
6856,2012-06-03,Season 2,Episode 10,Valar Morghulis,robb stark,I know that.,['anger']
6857,2012-06-03,Season 2,Episode 10,Valar Morghulis,catelyn stark,And you mean to do it anyway?,['anger']
6858,2012-06-03,Season 2,Episode 10,Valar Morghulis,robb stark,I love her.,['joy']
